transaction_id,date,product,region,channel,sales_rep,quantity,unit_price,revenue,cost,profit
TXN000722,2024-04-29,Product B,Middle East,Partner,Rep_6,22,343.17,7549.74,3020.91,4528.83
TXN003886,2024-04-29,Product E,Middle East,Retail,Rep_7,17,109.0,1853.0,1287.16,565.84
TXN000952,2024-04-30,Product F,Asia,Online,Rep_3,16,262.75,4204.0,1940.47,2263.53
TXN004518,2024-04-30,Product D,Latin America,Partner,Rep_10,14,380.73,5330.22,3071.04,2259.18
TXN001688,2024-05-01,Product E,Middle East,Direct Sales,Rep_10,24,266.68,6400.32,2972.71,3427.61
TXN002347,2024-05-01,Product F,Middle East,Retail,Rep_12,18,170.37,3066.66,1401.58,1665.08
TXN003359,2024-05-01,Product E,Europe,Online,Rep_2,6,361.27,2167.62,1094.93,1072.69
TXN004612,2024-05-01,Product B,Middle East,Partner,Rep_2,14,82.24,1151.36,704.04,447.32
TXN004363,2024-05-01,Product D,Asia,Retail,Rep_10,10,274.05,2740.5,1492.14,1248.36
TXN001619,2024-05-01,Product D,Middle East,Direct Sales,Rep_8,3,282.11,846.33,574.6,271.73
TXN001252,2024-05-01,Product A,North America,Partner,Rep_9,8,490.95,3927.6,2051.39,1876.21
TXN001835,2024-05-01,Product C,Asia,Direct Sales,Rep_11,40,222.13,8885.2,3767.64,5117.56
TXN000883,2024-05-01,Product D,North America,Partner,Rep_15,32,90.47,2895.04,1660.9,1234.14
TXN002942,2024-05-02,Product D,Asia,Online,Rep_9,47,197.47,9281.09,6284.48,2996.61
TXN002012,2024-05-02,Product E,Latin America,Online,Rep_12,32,148.68,4757.76,3036.09,1721.67
TXN000863,2024-05-02,Product F,Asia,Retail,Rep_5,13,288.54,3751.02,2054.57,1696.45
TXN004930,2024-05-02,Product B,North America,Online,Rep_2,47,454.2,21347.4,14727.46,6619.94
TXN000694,2024-05-02,Product E,Latin America,Direct Sales,Rep_14,19,480.66,9132.54,4652.11,4480.43
TXN003163,2024-05-02,Product D,Middle East,Direct Sales,Rep_15,41,389.84,15983.44,8914.88,7068.56
TXN003958,2024-05-02,Product E,Latin America,Online,Rep_13,13,302.33,3930.29,1733.35,2196.94
TXN001228,2024-05-02,Product F,Asia,Partner,Rep_5,26,133.8,3478.8,2066.97,1411.83
TXN002514,2024-05-02,Product A,Latin America,Retail,Rep_3,37,407.0,15059.0,9024.27,6034.73
TXN000276,2024-05-03,Product C,Europe,Online,Rep_3,40,277.76,11110.4,5983.97,5126.43
TXN001819,2024-05-03,Product F,Europe,Partner,Rep_15,15,372.14,5582.1,2685.25,2896.85
TXN000599,2024-05-03,Product C,North America,Direct Sales,Rep_11,24,448.44,10762.56,5042.23,5720.33
TXN002666,2024-05-04,Product C,Middle East,Online,Rep_5,48,158.7,7617.6,3586.36,4031.24
TXN002170,2024-05-04,Product C,Latin America,Partner,Rep_8,41,58.54,2400.14,1104.13,1296.01
TXN004143,2024-05-04,Product E,Europe,Online,Rep_5,33,255.3,8424.9,3541.33,4883.57
TXN001943,2024-05-04,Product A,Asia,Retail,Rep_11,10,366.24,3662.4,2276.35,1386.05
TXN002499,2024-05-04,Product A,Asia,Retail,Rep_2,14,495.12,6931.68,4704.49,2227.19
TXN000719,2024-05-04,Product B,Asia,Online,Rep_6,8,167.32,1338.56,756.17,582.39
TXN003631,2024-05-04,Product F,North America,Retail,Rep_7,28,88.01,2464.28,1673.89,790.39
TXN003993,2024-05-04,Product D,Latin America,Retail,Rep_6,1,270.46,270.46,183.0,87.46
TXN000990,2024-05-04,Product A,Asia,Retail,Rep_7,29,174.91,5072.39,3454.16,1618.23
TXN001779,2024-05-05,Product C,Latin America,Online,Rep_8,22,302.33,6651.26,4038.33,2612.93
TXN001347,2024-05-05,Product F,Asia,Retail,Rep_13,30,318.29,9548.7,6004.52,3544.18
TXN001100,2024-05-05,Product B,Middle East,Partner,Rep_13,28,434.09,12154.52,5840.18,6314.34
TXN004570,2024-05-05,Product D,North America,Online,Rep_11,3,389.28,1167.84,717.33,450.51
TXN001516,2024-05-05,Product E,Middle East,Online,Rep_4,35,331.32,11596.2,7418.27,4177.93
TXN002099,2024-05-06,Product E,Latin America,Direct Sales,Rep_6,10,136.19,1361.9,727.95,633.95
TXN002681,2024-05-06,Product B,Asia,Retail,Rep_15,27,256.3,6920.1,3085.75,3834.35
TXN000688,2024-05-06,Product A,Middle East,Retail,Rep_10,17,453.17,7703.89,5181.26,2522.63
TXN002378,2024-05-06,Product C,North America,Direct Sales,Rep_2,10,392.59,3925.9,2427.19,1498.71
TXN003806,2024-05-06,Product E,Latin America,Retail,Rep_14,43,467.96,20122.28,12787.94,7334.34
TXN001401,2024-05-06,Product B,Asia,Online,Rep_5,44,129.63,5703.72,2679.73,3023.99
TXN002282,2024-05-06,Product C,Asia,Retail,Rep_13,8,285.64,2285.12,965.58,1319.54
TXN001987,2024-05-06,Product E,Latin America,Online,Rep_15,32,367.88,11772.16,6129.05,5643.11
TXN004243,2024-05-06,Product F,Asia,Partner,Rep_10,24,472.09,11330.16,7310.18,4019.98
TXN001847,2024-05-06,Product F,Asia,Direct Sales,Rep_15,20,469.41,9388.2,6469.11,2919.09
TXN002334,2024-05-06,Product C,Middle East,Partner,Rep_5,25,211.48,5287.0,3164.33,2122.67
TXN003651,2024-05-06,Product A,Latin America,Direct Sales,Rep_7,44,157.29,6920.76,4115.11,2805.65
TXN000513,2024-05-06,Product B,North America,Retail,Rep_14,32,207.41,6637.12,3033.93,3603.19
TXN004924,2024-05-07,Product C,North America,Partner,Rep_1,27,447.27,12076.29,8194.21,3882.08
TXN000994,2024-05-07,Product F,Latin America,Retail,Rep_6,5,276.37,1381.85,612.17,769.68
TXN002455,2024-05-07,Product D,Asia,Direct Sales,Rep_2,18,152.79,2750.22,1452.33,1297.89
TXN004996,2024-05-07,Product C,Middle East,Direct Sales,Rep_2,13,95.68,1243.84,850.0,393.84
TXN003701,2024-05-07,Product A,North America,Retail,Rep_11,32,358.57,11474.24,6232.91,5241.33
TXN003725,2024-05-07,Product F,Europe,Direct Sales,Rep_10,14,183.26,2565.64,1632.96,932.68
TXN002673,2024-05-07,Product A,North America,Retail,Rep_7,36,454.98,16379.28,9131.41,7247.87
TXN003519,2024-05-07,Product F,Asia,Partner,Rep_5,41,262.14,10747.74,6525.39,4222.35
TXN003600,2024-05-07,Product A,Europe,Online,Rep_9,21,422.21,8866.41,5911.99,2954.42
TXN001846,2024-05-08,Product A,Middle East,Online,Rep_5,37,235.48,8712.76,5706.03,3006.73
TXN003638,2024-05-08,Product C,North America,Partner,Rep_1,5,484.14,2420.7,1379.94,1040.76
TXN000054,2024-05-08,Product F,North America,Direct Sales,Rep_11,35,424.42,14854.7,9443.79,5410.91
TXN002683,2024-05-08,Product F,North America,Online,Rep_3,13,199.51,2593.63,1107.55,1486.08
TXN001924,2024-05-08,Product E,Latin America,Retail,Rep_12,1,309.28,309.28,135.53,173.75
TXN004877,2024-05-08,Product C,North America,Retail,Rep_6,39,412.56,16089.84,8009.48,8080.36
TXN001084,2024-05-09,Product D,Europe,Retail,Rep_3,29,160.15,4644.35,2327.76,2316.59
TXN000098,2024-05-09,Product E,Europe,Partner,Rep_5,21,403.12,8465.52,4540.46,3925.06
TXN000890,2024-05-09,Product D,Europe,Direct Sales,Rep_13,12,312.18,3746.16,2006.31,1739.85
TXN000139,2024-05-09,Product B,North America,Retail,Rep_2,2,450.3,900.6,549.93,350.67
TXN001060,2024-05-09,Product D,Europe,Online,Rep_5,46,431.13,19831.98,11278.55,8553.43
TXN003894,2024-05-09,Product A,Europe,Partner,Rep_12,48,464.89,22314.72,14682.29,7632.43
TXN000491,2024-05-10,Product F,North America,Online,Rep_11,47,212.65,9994.55,5632.07,4362.48
TXN001463,2024-05-10,Product D,Europe,Direct Sales,Rep_9,11,169.03,1859.33,1260.19,599.14
TXN002978,2024-05-10,Product B,Middle East,Direct Sales,Rep_12,29,157.38,4564.02,2102.94,2461.08
TXN003139,2024-05-10,Product F,Europe,Retail,Rep_8,47,348.61,16384.67,9758.4,6626.27
TXN001423,2024-05-10,Product F,North America,Partner,Rep_10,4,59.11,236.44,96.78,139.66
TXN002489,2024-05-11,Product A,Latin America,Retail,Rep_7,47,376.84,17711.48,11600.38,6111.1
TXN001670,2024-05-11,Product B,Asia,Partner,Rep_14,48,316.39,15186.72,8509.44,6677.28
TXN001397,2024-05-11,Product E,Europe,Direct Sales,Rep_6,21,321.95,6760.95,2928.7,3832.25
TXN004014,2024-05-11,Product A,North America,Online,Rep_10,36,305.83,11009.88,5279.37,5730.51
TXN000341,2024-05-11,Product E,Asia,Online,Rep_2,9,51.8,466.2,297.48,168.72
TXN003775,2024-05-11,Product D,Latin America,Online,Rep_13,14,293.26,4105.64,2228.39,1877.25
TXN001377,2024-05-11,Product F,North America,Partner,Rep_2,10,111.03,1110.3,458.83,651.47
TXN001315,2024-05-11,Product E,Asia,Partner,Rep_2,7,92.8,649.6,316.75,332.85
TXN002525,2024-05-11,Product C,North America,Retail,Rep_11,33,442.36,14597.88,7392.48,7205.4
TXN001644,2024-05-11,Product B,Asia,Online,Rep_12,26,64.0,1664.0,957.46,706.54
TXN004606,2024-05-11,Product B,Europe,Online,Rep_1,12,85.11,1021.32,615.44,405.88
TXN004290,2024-05-11,Product F,North America,Online,Rep_8,18,153.78,2768.04,1413.81,1354.23
TXN000366,2024-05-12,Product E,Latin America,Partner,Rep_14,26,475.49,12362.74,8398.56,3964.18
TXN004553,2024-05-12,Product D,North America,Direct Sales,Rep_1,46,67.77,3117.42,1522.16,1595.26
TXN001205,2024-05-12,Product A,Middle East,Direct Sales,Rep_9,15,369.48,5542.2,3648.71,1893.49
TXN001204,2024-05-13,Product C,Europe,Retail,Rep_11,47,209.7,9855.9,6140.92,3714.98
TXN002642,2024-05-13,Product E,Middle East,Retail,Rep_12,10,67.81,678.1,391.07,287.03
TXN004260,2024-05-13,Product C,North America,Retail,Rep_2,20,499.9,9998.0,5209.1,4788.9
TXN002063,2024-05-13,Product B,North America,Direct Sales,Rep_15,20,243.03,4860.6,1981.0,2879.6
TXN003544,2024-05-13,Product C,North America,Direct Sales,Rep_11,28,329.84,9235.52,3991.22,5244.3
TXN003254,2024-05-13,Product B,North America,Direct Sales,Rep_8,37,392.09,14507.33,9997.66,4509.67
TXN004854,2024-05-13,Product E,North America,Retail,Rep_3,47,125.06,5877.82,2562.77,3315.05
TXN003941,2024-05-13,Product E,North America,Partner,Rep_8,3,318.16,954.48,408.55,545.93
TXN000560,2024-05-13,Product A,Asia,Partner,Rep_2,11,171.45,1885.95,1002.37,883.58
TXN002738,2024-05-13,Product C,Latin America,Online,Rep_12,21,255.48,5365.08,3674.08,1691.0
TXN004588,2024-05-13,Product B,North America,Partner,Rep_4,36,64.48,2321.28,1522.53,798.75
TXN002708,2024-05-14,Product F,North America,Partner,Rep_9,9,478.18,4303.62,2001.47,2302.15
TXN001976,2024-05-14,Product E,North America,Online,Rep_15,6,70.82,424.92,208.33,216.59
TXN001543,2024-05-14,Product A,North America,Partner,Rep_8,18,150.34,2706.12,1538.46,1167.66
TXN002698,2024-05-14,Product C,Asia,Direct Sales,Rep_5,46,175.64,8079.44,4220.3,3859.14
TXN003481,2024-05-14,Product E,North America,Online,Rep_11,27,76.16,2056.32,987.87,1068.45
TXN004322,2024-05-14,Product E,Europe,Partner,Rep_12,39,194.35,7579.65,3624.33,3955.32
TXN000391,2024-05-14,Product F,Europe,Online,Rep_3,22,346.69,7627.18,3108.61,4518.57
TXN002688,2024-05-14,Product D,Asia,Partner,Rep_15,38,52.93,2011.34,1046.19,965.15
TXN002110,2024-05-15,Product A,Latin America,Partner,Rep_13,47,237.24,11150.28,6566.89,4583.39
TXN002848,2024-05-15,Product C,Middle East,Direct Sales,Rep_14,17,268.26,4560.42,2498.9,2061.52
TXN000007,2024-05-15,Product F,Asia,Direct Sales,Rep_15,9,276.72,2490.48,1697.8,792.68
TXN002483,2024-05-15,Product B,Asia,Online,Rep_2,7,373.27,2612.89,1373.2,1239.69
TXN001908,2024-05-15,Product C,Middle East,Direct Sales,Rep_5,37,259.72,9609.64,3951.96,5657.68
TXN001717,2024-05-15,Product A,Latin America,Online,Rep_9,13,202.82,2636.66,1550.84,1085.82
TXN004485,2024-05-15,Product D,North America,Online,Rep_1,45,202.76,9124.2,5905.84,3218.36
TXN000048,2024-05-15,Product A,Asia,Retail,Rep_13,32,223.18,7141.76,4632.13,2509.63
TXN001710,2024-05-16,Product F,Asia,Direct Sales,Rep_10,1,496.52,496.52,236.64,259.88
TXN000030,2024-05-16,Product D,Middle East,Direct Sales,Rep_4,19,459.97,8739.43,5524.05,3215.38
TXN004229,2024-05-16,Product F,Middle East,Online,Rep_6,45,172.88,7779.6,3238.81,4540.79
TXN003643,2024-05-16,Product F,Middle East,Partner,Rep_10,3,87.63,262.89,162.23,100.66
TXN001674,2024-05-16,Product E,Europe,Retail,Rep_7,19,415.32,7891.08,4292.19,3598.89
TXN002886,2024-05-16,Product E,Asia,Online,Rep_12,33,243.51,8035.83,4623.28,3412.55
TXN001841,2024-05-16,Product B,Latin America,Online,Rep_1,18,438.88,7899.84,5044.49,2855.35
TXN004129,2024-05-16,Product A,Asia,Direct Sales,Rep_5,27,451.56,12192.12,7442.59,4749.53
TXN003526,2024-05-16,Product C,Asia,Retail,Rep_5,1,412.88,412.88,173.93,238.95
TXN000320,2024-05-16,Product A,Middle East,Online,Rep_1,49,413.09,20241.41,9227.31,11014.1
TXN004314,2024-05-16,Product E,Latin America,Retail,Rep_11,49,421.2,20638.8,10108.8,10530.0
TXN003347,2024-05-17,Product A,Latin America,Online,Rep_9,45,310.96,13993.2,8262.85,5730.35
TXN000481,2024-05-17,Product E,North America,Partner,Rep_13,21,63.41,1331.61,558.73,772.88
TXN003698,2024-05-17,Product D,Europe,Retail,Rep_9,46,201.84,9284.64,3775.15,5509.49
TXN000746,2024-05-17,Product B,Europe,Partner,Rep_12,6,183.04,1098.24,443.1,655.14
TXN003627,2024-05-17,Product D,Latin America,Retail,Rep_5,35,455.4,15939.0,9814.53,6124.47
TXN002643,2024-05-17,Product C,Middle East,Online,Rep_12,45,365.65,16454.25,10972.46,5481.79
TXN001042,2024-05-17,Product C,Middle East,Partner,Rep_10,18,205.22,3693.96,1665.45,2028.51
TXN001105,2024-05-17,Product F,Latin America,Online,Rep_3,6,199.93,1199.58,692.3,507.28
TXN001880,2024-05-18,Product A,Latin America,Online,Rep_14,18,391.79,7052.22,2983.5,4068.72
TXN001165,2024-05-19,Product F,Latin America,Direct Sales,Rep_3,8,80.98,647.84,324.13,323.71
TXN004628,2024-05-19,Product D,Middle East,Partner,Rep_8,13,242.5,3152.5,1612.57,1539.93
TXN000906,2024-05-19,Product D,Europe,Online,Rep_7,40,217.41,8696.4,5658.6,3037.8
TXN000578,2024-05-19,Product B,Middle East,Partner,Rep_6,40,227.99,9119.6,5603.48,3516.12
TXN003860,2024-05-19,Product C,Asia,Retail,Rep_5,45,265.83,11962.35,8348.73,3613.62
TXN002369,2024-05-19,Product B,Latin America,Partner,Rep_2,32,221.33,7082.56,4373.18,2709.38
TXN001383,2024-05-19,Product A,Asia,Direct Sales,Rep_6,28,309.96,8678.88,4628.5,4050.38
TXN004358,2024-05-19,Product C,Asia,Partner,Rep_2,38,375.19,14257.22,7167.91,7089.31
TXN003555,2024-05-19,Product D,Asia,Retail,Rep_13,34,118.59,4032.06,2107.37,1924.69
TXN002923,2024-05-20,Product D,Middle East,Online,Rep_10,11,240.7,2647.7,1676.13,971.57
TXN000966,2024-05-20,Product E,North America,Retail,Rep_1,19,150.84,2865.96,1485.29,1380.67
TXN000861,2024-05-20,Product A,Latin America,Partner,Rep_3,31,421.26,13059.06,7205.58,5853.48
TXN003175,2024-05-20,Product E,Latin America,Direct Sales,Rep_10,38,402.32,15288.16,8117.83,7170.33
TXN003859,2024-05-20,Product F,North America,Retail,Rep_7,16,350.07,5601.12,3707.22,1893.9
TXN002168,2024-05-20,Product E,Asia,Partner,Rep_8,8,242.65,1941.2,1289.4,651.8
TXN001742,2024-05-21,Product F,Middle East,Partner,Rep_14,39,332.35,12961.65,6422.73,6538.92
TXN004810,2024-05-21,Product A,North America,Retail,Rep_10,30,378.54,11356.2,7228.01,4128.19
TXN001323,2024-05-21,Product F,Latin America,Direct Sales,Rep_5,25,237.65,5941.25,3580.78,2360.47
TXN003610,2024-05-21,Product A,North America,Retail,Rep_9,47,161.91,7609.77,3494.02,4115.75
TXN000328,2024-05-21,Product C,Middle East,Partner,Rep_10,47,166.02,7802.94,4832.84,2970.1
TXN003743,2024-05-22,Product A,Latin America,Online,Rep_7,41,209.15,8575.15,5759.85,2815.3
TXN001930,2024-05-22,Product E,Europe,Retail,Rep_8,37,388.18,14362.66,8743.56,5619.1
TXN000164,2024-05-22,Product F,Middle East,Retail,Rep_2,9,302.31,2720.79,1545.68,1175.11
TXN000874,2024-05-22,Product C,Middle East,Online,Rep_5,41,288.57,11831.37,7300.68,4530.69
TXN002872,2024-05-22,Product D,Asia,Retail,Rep_7,16,440.94,7055.04,3245.83,3809.21
TXN000894,2024-05-22,Product E,North America,Partner,Rep_11,14,462.94,6481.16,3837.4,2643.76
TXN000117,2024-05-22,Product E,Europe,Direct Sales,Rep_11,18,134.83,2426.94,1037.83,1389.11
TXN001126,2024-05-23,Product D,Asia,Online,Rep_8,8,463.55,3708.4,1675.45,2032.95
TXN002497,2024-05-23,Product F,Middle East,Online,Rep_6,3,262.01,786.03,347.88,438.15
TXN004280,2024-05-23,Product D,North America,Online,Rep_9,33,169.81,5603.73,2954.48,2649.25
TXN001344,2024-05-23,Product C,Middle East,Partner,Rep_10,38,341.1,12961.8,6286.9,6674.9
TXN000613,2024-05-23,Product B,Middle East,Retail,Rep_4,26,176.84,4597.84,2733.77,1864.07
TXN004931,2024-05-23,Product A,Asia,Direct Sales,Rep_12,44,343.6,15118.4,9872.04,5246.36
TXN001689,2024-05-23,Product B,Middle East,Partner,Rep_1,21,187.08,3928.68,2570.86,1357.82
TXN001304,2024-05-23,Product E,Europe,Retail,Rep_3,31,249.97,7749.07,4458.02,3291.05
TXN001478,2024-05-23,Product A,Latin America,Online,Rep_8,44,272.56,11992.64,7596.37,4396.27
TXN002645,2024-05-24,Product C,Middle East,Online,Rep_2,42,107.14,4499.88,2911.48,1588.4
TXN003644,2024-05-24,Product E,Latin America,Direct Sales,Rep_12,23,313.38,7207.74,3422.98,3784.76
TXN003338,2024-05-24,Product B,Europe,Retail,Rep_15,7,394.94,2764.58,1270.3,1494.28
TXN003383,2024-05-25,Product D,Europe,Direct Sales,Rep_5,36,276.06,9938.16,5979.26,3958.9
TXN003729,2024-05-25,Product A,Latin America,Partner,Rep_6,36,478.03,17209.08,7883.81,9325.27
TXN003624,2024-05-25,Product D,Asia,Direct Sales,Rep_11,41,160.13,6565.33,2862.84,3702.49
TXN001622,2024-05-25,Product A,Latin America,Direct Sales,Rep_7,38,426.16,16194.08,8544.21,7649.87
TXN002905,2024-05-26,Product F,Middle East,Online,Rep_2,23,372.1,8558.3,3637.29,4921.01
TXN004136,2024-05-26,Product A,Asia,Retail,Rep_13,31,170.4,5282.4,2891.56,2390.84
TXN001195,2024-05-26,Product F,Middle East,Retail,Rep_2,27,287.75,7769.25,3155.71,4613.54
TXN004256,2024-05-27,Product D,Europe,Partner,Rep_11,36,216.35,7788.6,5451.96,2336.64
TXN001690,2024-05-27,Product B,North America,Online,Rep_5,49,400.96,19647.04,12724.17,6922.87
TXN000315,2024-05-27,Product F,North America,Partner,Rep_10,5,444.66,2223.3,1265.12,958.18
TXN000120,2024-05-27,Product D,Latin America,Online,Rep_1,47,452.07,21247.29,12980.97,8266.32
TXN003802,2024-05-27,Product B,North America,Partner,Rep_8,19,215.02,4085.38,1853.58,2231.8
TXN000917,2024-05-28,Product A,North America,Direct Sales,Rep_14,20,120.34,2406.8,1508.88,897.92
TXN001314,2024-05-28,Product D,Middle East,Direct Sales,Rep_13,37,445.53,16484.61,8764.96,7719.65
TXN000763,2024-05-28,Product B,Latin America,Partner,Rep_14,6,474.83,2848.98,1835.81,1013.17
TXN000064,2024-05-29,Product D,Latin America,Partner,Rep_14,48,451.21,21658.08,14385.4,7272.68
TXN001872,2024-05-29,Product F,North America,Retail,Rep_13,7,348.79,2441.53,1017.76,1423.77
TXN003410,2024-05-29,Product F,Europe,Partner,Rep_7,10,132.08,1320.8,540.21,780.59
TXN003158,2024-05-29,Product B,North America,Online,Rep_10,21,332.96,6992.16,4147.22,2844.94
TXN000518,2024-05-29,Product D,North America,Online,Rep_14,25,315.15,7878.75,3945.19,3933.56
TXN003145,2024-05-29,Product A,Asia,Direct Sales,Rep_4,41,359.13,14724.33,8829.14,5895.19
TXN001980,2024-05-29,Product B,Latin America,Direct Sales,Rep_2,7,69.8,488.6,271.14,217.46
TXN004997,2024-05-30,Product F,North America,Partner,Rep_11,21,51.01,1071.21,640.64,430.57
TXN000389,2024-05-30,Product A,Europe,Online,Rep_6,5,255.78,1278.9,515.44,763.46
TXN002235,2024-05-30,Product E,North America,Online,Rep_8,7,168.42,1178.94,623.86,555.08
TXN000153,2024-05-30,Product F,Europe,Direct Sales,Rep_9,47,338.62,15915.14,10137.99,5777.15
TXN002154,2024-05-30,Product C,North America,Partner,Rep_1,23,112.52,2587.96,1322.47,1265.49
TXN001582,2024-05-31,Product D,North America,Online,Rep_7,29,131.4,3810.6,1733.32,2077.28
TXN000350,2024-05-31,Product E,Latin America,Direct Sales,Rep_4,35,190.01,6650.35,4015.59,2634.76
TXN001662,2024-05-31,Product D,North America,Partner,Rep_1,27,321.24,8673.48,4662.54,4010.94
TXN000274,2024-05-31,Product B,Latin America,Direct Sales,Rep_2,25,472.68,11817.0,5900.73,5916.27
TXN000547,2024-05-31,Product F,Latin America,Partner,Rep_15,39,144.96,5653.44,2732.75,2920.69
TXN000322,2024-06-01,Product E,North America,Direct Sales,Rep_7,11,365.42,4019.62,2583.88,1435.74
TXN004481,2024-06-01,Product E,Asia,Online,Rep_1,49,81.01,3969.49,2747.27,1222.22
TXN001576,2024-06-01,Product A,Europe,Partner,Rep_4,30,181.92,5457.6,2606.24,2851.36
TXN002705,2024-06-01,Product D,Europe,Direct Sales,Rep_3,12,263.31,3159.72,1590.07,1569.65
TXN004109,2024-06-01,Product A,Asia,Retail,Rep_11,35,417.94,14627.9,7042.72,7585.18
TXN001455,2024-06-02,Product F,Asia,Partner,Rep_10,13,143.62,1867.06,1071.4,795.66
TXN000896,2024-06-02,Product A,North America,Partner,Rep_11,15,454.04,6810.6,3321.55,3489.05
TXN001477,2024-06-02,Product F,Middle East,Online,Rep_3,41,106.62,4371.42,2232.7,2138.72
TXN003964,2024-06-02,Product A,Latin America,Retail,Rep_8,30,405.57,12167.1,6795.11,5371.99
TXN001384,2024-06-02,Product C,Asia,Partner,Rep_6,18,183.88,3309.84,2237.5,1072.34
TXN004399,2024-06-02,Product D,Middle East,Online,Rep_8,10,243.37,2433.7,1593.58,840.12
TXN001703,2024-06-02,Product A,Asia,Direct Sales,Rep_15,17,356.45,6059.65,2820.05,3239.6
TXN002147,2024-06-02,Product D,Middle East,Online,Rep_14,23,215.39,4953.97,2052.51,2901.46
TXN000382,2024-06-02,Product A,North America,Partner,Rep_3,22,324.74,7144.28,4552.32,2591.96
TXN004521,2024-06-02,Product F,North America,Direct Sales,Rep_9,32,315.64,10100.48,4279.95,5820.53
TXN000637,2024-06-02,Product F,North America,Partner,Rep_11,31,486.91,15094.21,9562.84,5531.37
TXN001051,2024-06-02,Product E,Europe,Retail,Rep_4,3,261.39,784.17,449.11,335.06
TXN002599,2024-06-02,Product F,North America,Direct Sales,Rep_15,25,90.56,2264.0,1134.63,1129.37
TXN000585,2024-06-02,Product E,North America,Online,Rep_7,8,166.71,1333.68,753.16,580.52
TXN004991,2024-06-02,Product B,Europe,Retail,Rep_12,7,470.95,3296.65,1660.71,1635.94
TXN001998,2024-06-02,Product D,Latin America,Online,Rep_5,48,417.13,20022.24,12800.56,7221.68
TXN001597,2024-06-03,Product F,Latin America,Partner,Rep_14,30,199.55,5986.5,3758.6,2227.9
TXN004677,2024-06-03,Product F,Europe,Direct Sales,Rep_10,7,458.1,3206.7,1296.03,1910.67
TXN000948,2024-06-03,Product E,North America,Direct Sales,Rep_9,30,435.12,13053.6,7730.29,5323.31
TXN001587,2024-06-03,Product E,Middle East,Online,Rep_6,34,387.55,13176.7,9077.37,4099.33
